"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL575896";"";"0";"369.40";"0";"3.43";"3";"O=C(NO)c1ccccc1S(=O)(=O)c1ccc(Oc2ccccc2)cc1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"16.03";"0.31";"2.49";"6.39";"False";"CHEMBL1042351";"Inhibition of autoactivated human pro-MMP12 after 4 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154164";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL579068";"";"0";"366.44";"0";"4.37";"18";"CC(C(=O)O)c1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"15.61";"0.30";"1.35";"8.01";"False";"CHEMBL1042351";"Inhibition of autoactivated human pro-MMP12 after 4 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154164";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL585376";"";"0";"306.34";"0";"2.16";"14";"COc1ccc(S(=O)(=O)c2ccccc2CC(=O)O)cc1";"IC50";"'='";"89000.0";"nM";"4.05";"";"";"UO_0000065";"13.22";"0.26";"1.89";"5.02";"False";"CHEMBL1042351";"Inhibition of autoactivated human pro-MMP12 after 4 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154164";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL179288";"";"0";"406.50";"0";"3.21";"1a";"CC(C)ON([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1";"IC50";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"23.86";"0.47";"6.49";"10.11";"False";"CHEMBL1042351";"Inhibition of autoactivated human pro-MMP12 after 4 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154164";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL572979";"";"0";"268.31";"0";"3.33";"10";"O=C(O)CC(=O)CCc1ccc(-c2ccccc2)cc1";"IC50";"'='";"7840.0";"nM";"5.11";"";"";"UO_0000065";"19.03";"0.35";"1.78";"9.39";"False";"CHEMBL1045857";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155192";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL566512";"";"0";"358.44";"0";"4.69";"7a";"O=C(O)CC(O)CCc1ccc(-c2ccc3c(c2)Cc2ccccc2-3)cc1";"IC50";"'='";"1150.0";"nM";"5.94";"";"";"UO_0000065";"16.57";"0.30";"1.25";"10.32";"False";"CHEMBL1045857";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155192";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL550038";"";"0";"432.45";"0";"2.93";"(S)-27, MMP145";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(N3CCOC3=O)cc12)C(=O)O";"IC50";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"20.47";"0.40";"5.92";"7.02";"False";"CHEMBL1062301";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152446";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL236523";"";"0";"353.45";"0";"3.45";"23";"CCCc1ccc2c(c1)NC(=O)C21NN=C(c2ccc(OC)cc2)S1";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"16.32";"0.32";"2.32";"9.20";"False";"CHEMBL899679";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137466";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL201298";"";"0";"362.47";"1";"5.33";"1f";"CCCCCCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccccc2)cc1";"IC50";"'='";"450.0";"nM";"6.35";"";"";"UO_0000065";"17.51";"0.32";"1.02";"11.67";"False";"CHEMBL863523";"Inhibitory activity against MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148611";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL4291062";"";"0";"764.88";"2";"1.57";"2";"CC(=O)N[C@H]1[C@H](NC(=S)NCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"10.13";"0.20";"6.17";"3.59";"False";"CHEMBL4265743";"Inhibition of recombinant human MMP12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition and measured every 10 secs for 15 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261655";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL4282436";"";"0";"663.70";"2";"2.54";"5";"CC(=O)OC[C@H]1O[C@@H](N([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O";"IC50";"'='";"9600.0";"nM";"5.02";"";"";"UO_0000065";"7.56";"0.15";"2.48";"2.65";"False";"CHEMBL4265743";"Inhibition of recombinant human MMP12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition and measured every 10 secs for 15 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261655";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL4286237";"";"0";"550.63";"1";"1.05";"10";"CO[C@@H]1O[C@H](CN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1NC(C)=O";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"13.42";"0.27";"6.34";"4.54";"False";"CHEMBL4265743";"Inhibition of recombinant human MMP12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition and measured every 10 secs for 15 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261655";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL19611";"ILOMASTAT";"0";"388.47";"0";"1.50";"3";"CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C";"IC50";"'='";"5.1";"nM";"8.29";"";"";"UO_0000065";"21.35";"0.40";"6.79";"6.72";"True";"CHEMBL952575";"Inhibition of MMP12 catalytic domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156486";"1";"Scientific Literature";"J. Biol. Chem.";"2007";"None";""
"CHEMBL496942";"";"0";"424.46";"0";"3.04";"2";"Cn1c(=O)n(Cc2ccc(C(=O)O)cc2)c(=O)c2cc(C#CCc3ccccc3)ccc21";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL952575";"Inhibition of MMP12 catalytic domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156486";"1";"Scientific Literature";"J. Biol. Chem.";"2007";"None";""
"CHEMBL402436";"";"0";"525.63";"1";"3.28";"15";"CSc1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1";"IC50";"'='";"540.0";"nM";"6.27";"";"";"UO_0000065";"11.92";"0.23";"2.99";"4.98";"False";"CHEMBL946133";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141492";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL1939844";"";"0";"342.37";"0";"0.47";"1a";"COc1ccc(S(=O)(=O)N2CC(=O)N(O)C(=O)[C@H]2C(C)C)cc1";"IC50";"'='";"66.0";"nM";"7.18";"";"";"UO_0000065";"20.97";"0.43";"6.71";"6.89";"False";"CHEMBL1942110";"Inhibition of MMP12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 4 hrs measured every 15 secs for 20 mins by fluorescence analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938255";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1935304";"";"0";"485.52";"0";"3.53";"44";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3noc(C4CCOC4)n3)cc12)C(=O)O";"IC50";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"19.61";"0.38";"5.99";"6.58";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1935281";"";"0";"431.51";"0";"2.38";"14";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(N3CCNCC3)cc12)C(=O)O";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"17.70";"0.35";"5.26";"6.83";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1935287";"";"0";"429.52";"0";"4.70";"22";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3cccs3)cc12)C(=O)O";"IC50";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"22.58";"0.46";"5.00";"10.04";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1935289";"";"0";"413.46";"0";"3.36";"24";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3cc[nH]n3)cc12)C(=O)O";"IC50";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1935278";"";"0";"414.44";"0";"2.55";"11";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-n3cncn3)cc12)C(=O)O";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"19.03";"0.37";"5.34";"6.19";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1935285";"";"0";"427.48";"0";"4.54";"20";"Cc1ccc(-c2ccc3oc4cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc4c3c2)o1";"IC50";"'='";"0.1";"nM";"10.00";"";"";"UO_0000065";"23.39";"0.46";"5.46";"9.11";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL4294130";"";"0";"635.69";"2";"2.62";"9";"CO[C@@H]1O[C@H](CN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O";"IC50";"'='";"84.0";"nM";"7.08";"";"";"UO_0000065";"11.13";"0.22";"4.46";"4.11";"False";"CHEMBL4265743";"Inhibition of recombinant human MMP12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition and measured every 10 secs for 15 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261655";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL4081997";"";"0";"456.59";"0";"2.45";"10d";"NCCNS(=O)(=O)c1ccc(-c2ccc(CSc3nc4c(c(=O)[nH]3)CCC4)cc2)cc1";"IC50";"'='";"467.0";"nM";"6.33";"";"";"UO_0000065";"13.87";"0.28";"3.88";"5.37";"False";"CHEMBL4017433";"Inhibition of recombinant human MMP12 expressed in baculovirus expression system using Mca-Pro-LeuGly-Leu-Dpa-Ala-Arg-NH2 as substrate by FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014357";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL1940313";"";"0";"485.63";"0";"3.64";"19";"O=C(NC1CCN(C2CC2)CC1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1943710";"Inhibition of MMP12 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938343";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL299946";"";"0";"291.72";"0";"0.32";"41";"O=C(CN1Cc2c(Cl)cccc2NS1(=O)=O)NO";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL716817";"Inhibition of human macrophage elastase, matrix metalloprotease-12 (MMP-12).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134493";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL250069";"";"0";"337.40";"0";"4.52";"4-26";"O=C(OCc1cccc(Oc2ccccc2)c1)c1cccc(S)n1";"IC50";"'='";"71000.0";"nM";"4.15";"";"";"UO_0000065";"12.30";"0.24";"-0.37";"8.57";"False";"CHEMBL943099";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141363";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL442286";"";"0";"237.32";"0";"2.86";"4-3";"O=C(OC1CCCCC1)c1cccc(S)n1";"IC50";"'='";"87000.0";"nM";"4.06";"";"";"UO_0000065";"17.11";"0.35";"1.20";"10.36";"False";"CHEMBL943099";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141363";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL404205";"";"0";"197.26";"0";"1.94";"4-1";"CC(C)OC(=O)c1cccc(S)n1";"IC50";"'='";"146000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL943099";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141363";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL253374";"";"0";"247.22";"0";"1.87";"3-17";"O=C(OCc1ccc(F)cc1)c1cccc(=O)[nH]1";"IC50";"'='";"65000.0";"nM";"4.19";"";"";"UO_0000065";"16.94";"0.32";"2.32";"7.08";"False";"CHEMBL943099";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141363";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL253372";"";"0";"287.31";"0";"2.39";"3-14";"O=C(OCCCCOc1ccccc1)c1cccc(=O)[nH]1";"IC50";"'='";"82000.0";"nM";"4.09";"";"";"UO_0000065";"14.22";"0.27";"1.70";"5.97";"False";"CHEMBL943099";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141363";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL4218334";"";"0";"405.45";"0";"2.29";"4";"CCCCC[C@H](CN(O)C=O)C(=O)NCNC(=O)c1cc2cccc(OC)c2o1";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"15.78";"0.30";"4.11";"5.28";"False";"CHEMBL4199879";"Inhibition of MMP12 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196124";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4218229";"";"0";"425.44";"0";"1.95";"7";"COc1cccc2cc(C(=O)NCNC(=O)[C@H](Cc3ccccc3)CN(O)C=O)oc12";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"12.69";"0.24";"3.45";"4.46";"False";"CHEMBL4199879";"Inhibition of MMP12 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196124";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL12318";"CLODRONIC ACID";"3";"244.89";"0";"0.43";"clodronate";"O=P(O)(O)C(Cl)(Cl)P(=O)(O)O";"IC50";"'='";"121000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL890224";"Inhibition of human recombinant MMP12 after 1 hr";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145450";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL4206329";"";"0";"386.41";"1";"5.19";"5a";"COc1ccc(-c2ccc(Sc3ccccc3CP(=O)(O)O)cc2)cc1";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"17.09";"0.35";"1.41";"9.89";"False";"CHEMBL4189735";"Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184326";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4216008";"";"0";"513.52";"1";"3.70";"7b";"COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NS(=O)(=O)C(F)(F)F)cc2)cc1";"IC50";"'='";"7500.0";"nM";"5.12";"";"";"UO_0000065";"9.98";"0.21";"1.42";"4.81";"False";"CHEMBL4189735";"Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184326";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL400357";"";"0";"251.29";"0";"1.71";"21-1";"c1ccc(Cn2nnc(Cc3cccnc3)n2)cc1";"IC50";"'>'";"150000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL943099";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141363";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL4163839";"";"0";"421.43";"0";"1.42";"12";"O=C(CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O)NCc1ccccc1";"IC50";"'='";"95200.0";"nM";"4.02";"";"";"UO_0000065";"9.54";"0.19";"2.60";"2.58";"False";"CHEMBL4135058";"Inhibition of recombinant human MMP12 (Phe99 to Leu271 residues) expressed in Escherichia coli using Ac-Pro-Leu-Gly-S-Leu-Leu-Gly-OEt as substrate after 1 hr measured at 1 min time interval for 30 mins by microplate photometric method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130487";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL492531";"";"0";"500.50";"1";"4.72";"4";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NC(=O)Oc3ccc(F)cc3)cc12)C(=O)O";"IC50";"'='";"6.2";"nM";"8.21";"";"";"UO_0000065";"16.40";"0.32";"3.49";"6.08";"False";"CHEMBL4182492";"Inhibition of recombinant human MMP12 using Mca-Pro-Leu-Gly-Leu-Dpa(Dnp)-Ala-Arg-NH2 as substrate after 30 mins by fluorescence spectrometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177715";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL230194";"";"0";"199.22";"0";"1.54";"4";"Nc1nc2c(-c3ccc[nH]3)nccc2[nH]1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL888901";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145438";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL395799";"";"0";"278.11";"0";"2.30";"3";"Nc1nc2c(-c3ccc(Br)[nH]3)nccc2[nH]1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"True";"CHEMBL888901";"Inhibition of MMP12";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145438";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
